MDL_NO,CAPTION,JUDGE,DISTRICT,DATE_FILED,DATE_TRANSFERRED,DATE_TERMINTAED,MASTER_DOCKET,TOTAL_ACTIONS,TYPE,APPOINTMENT_ORDER,APPOINTMENT_ORDER_CONTESTED,PLAINTIFF_LEAD_COUNSEL ,PLAINTIFF_LEAD_COUNSEL_AUTHORITY,PLAINTIFF_LEAD_COUNSEL_DUTIES,PLAINTIFF_LEADERSHIP_STRUCTURE, PLAINTIFF_LEADERSHIP_AUTHORITY ,PLAINTIFF_LEADERSHIP_DUTIES ,PLAINTIFF_LIAISON_COUNSEL ,DEFENSE_LEAD_COUNSEL,DEFENSE_LEADERSHIP_STRUCTURE  ,DEFENSE _LIAISON_COUNSEL ,RULE_23,MCL,LIMIT_NONLEADER_PRACTICE ,FINANCIAL_CONTRIBUTION,LEADERSHIP_COMPENSATION,RECORDKEEPING,COMMENTS_OLD,Notes,Assigned to,Complete,Order_Count,Sum_OU_Create,Sum_OU_Terminate,Net_OUs,YEARS_PENDING,Source_Table
2492,2492 IN RE: National Collegiate Athletic Association Student-Athlete Concussion Injury Litigation,"Lee, John Z.",ILN,2013-09-04,2013-12-18,,1:13-cv-9116,420,Miscellanous,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consent order on ""joint agreed application""; good example of an order that does nothing",,David Noll,checked,3,4,0,4,,old
2493,"2493 IN RE: Monitronics International, Inc., Telephone Consumer Protection Act (TCPA) Litigation","Bailey, John P.",WVN,2013-09-06,2013-12-16,,1:13-md-2493,40,Miscellanous,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Non-tempate order; summary of telephone conference,Interesting hearing on fees at the end of the case. Court awards progressively less fees on different parts of the recovery. ,David Noll,checked,1,3,0,3,,old
2494,2494 IN RE: Columbia and Snake River Dams Clean Water Act,Lonny R. Suko,WAE,,2013-12-13 00:00:00,2016-08-10 00:00:00,2:13-md-02494,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2495,2495 IN RE: Atlas Roofing Corporation Chalet Shingle Products Liability Litigation,"Thrash, Thomas W.",GAN,2013-09-17,2013-12-19,,1:13-md-2495,15,Products Liability,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,,Defense win following denial of motions for class certification,David Noll,checked,1,5,0,5,,old
2497,"2497 IN RE: Air Crash at San Francisco, CA - 7/6/13",Yvonne Gonzalez Rogers,CAN,,2013-12-13 00:00:00,2018-08-23 00:00:00,4:13-md-02497,,Common Disaster,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2498,2498 IN RE: Nutramax Cosamin Marketing and Sales Practices Litigation,J. Frederick Motz,MD,,2013-12-17 00:00:00,2016-03-01 00:00:00,1:14-md-02498,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2502,"2502 IN RE: Lipitor (Atorvastatin Calcium) Marketing, Sales Practices and Products Liability Litigation (No. II)",Richard Mark Gergel,SC,,2014-02-18 00:00:00,2017-02-27 00:00:00,2:14-mn-02502,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2503,2503 IN RE: Solodyn (Minocycline Hydrochloride) Antitrust Litigation,Denise Jefferson Casper,MA,,2014-02-25 00:00:00,2014-09-25 00:00:00,1:14-md-2503,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2504,"2504 IN RE: Amazon.com, Inc., Fulfillment Center Fair Labor Standards Act (FLSA) and Wage and Hour Litigation","Hale, David J.",KYW,2013-10-12,2014-02-19,,3:14-md-2504,12,Employment Practices ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLSA class action; lead counsel only appointed in connection with settlement approval,,David Noll,checked,3,1,0,1,,old
2506,"2506 IN RE: AZEK Building Products, Inc., Marketing & Sales Practices Litigation",Madeline Cox Arleo,NJ,,2014-02-18 00:00:00,2018-05-10 00:00:00,2:12-cv-06627,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2508,2508 IN RE: Cast Iron Soil Pipe and Fittings Antitrust Litigation,Harry Sandlin Mattice Jr,TNE,,2014-02-18 00:00:00,2017-07-07 00:00:00,1:14-md-02508,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2510,2510 IN RE Brca1- And Brca2- Based Hereditary Cancer Test Patent Litigation,Robert James Shelby,UT,,2014-02-19 00:00:00,2015-03-09 00:00:00,2:14-md-02510,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2511,2511 IN RE: Neomedic Pelvic Repair System Products Liability Litigation,Joseph Robert Goodwin,WVS,,2014-02-18 00:00:00,2017-01-10 00:00:00,2:14-md-02511,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2513,"2513 IN RE: Collecto, Inc., Telephone Consumer Protection Act (TCPA)",Richard Gaylore Stearns,MA,,2014-02-18 00:00:00,2018-07-13 00:00:00,1:14-md-02513,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2514,"2514 IN RE: Pella Corporation Architect and Designer Series Windows Marketing, Sales Practices & Products Liability",David C. Norton,SC,,2014-02-14 00:00:00,2018-04-03 00:00:00,2:14-mn-00001,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2515,2515 IN RE: Pilot Flying J Fuel Rebate Contract Litigation (No. II),Amul Roger Thapar,KYE,,2014-04-07 00:00:00,2015-09-28 00:00:00,2:14-md-02515,,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2516,2516 IN RE: Aggrenox Antitrust Litigation,"Underhill, Stefan R",CT,2013-12-13,2014-04-03,,3:14-md-2516,31,Antitrust,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,Possibe ex: of thin responsibilities list,Court appoints entire leadership slate as class counsel for two separate settlements,Robert Vogel,checked,4,7,0,7,,old
2519,2519 IN RE: AIG Workers Compensation Insurance Policyholder,Robert William Gettleman,ILN,,2014-04-07 00:00:00,2015-07-20 00:00:00,1:14-cv-02528,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2521,2521 IN RE: Lidoderm Antitrust Litigation,William Horsley Orrick III,CAN,,2014-04-03 00:00:00,2018-09-24 00:00:00,3:14-md-02521,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2522,2522 IN RE: Target Corporation Customer Data Security Breach Litigation,"Magnuson, Paul A.",MN,2013-12-24,2014-04-02,,0:14-md-2522,114,Miscellanous,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,Splits Ps into three separate classes,,Abby Wolfe,checked,6,15,0,15,,old
2524,"2524 IN RE: Health Management Associates, Inc., Qui Tam Litigation (No. II)","Walton, Reggie B.",DC,2014-01-14,2014-04-03,,1:14-mc-339,9,Miscellanous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No appointment order found ,No appointment order found,Reynold Orsua,checked,0,0,0,0,,old
2527,"2527 IN RE: First National Collection Bureau, Inc., Telephone Consumer Protection Act (TCPA)",Kent J. Dawson,NV,,2014-04-08 00:00:00,2015-07-13 00:00:00,2:14-cv-00557,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/manual,,,,,,,new
2528,"2528 IN RE: Natrol, Inc., Glucosamine/Chondroitin Marketing and Sales Practices Litigation",J. Frederick Motz,MD,,2014-06-10 00:00:00,2018-09-05 00:00:00,1:14-md-02528,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2531,"2531 IN RE: Michaels Stores, Inc., Wage & Hour EP",George H. Wu,CAC,,2014-06-04 00:00:00,2018-04-20 00:00:00,2:14-ml-02531,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2532,2532 IN RE: Yosemite National Park Hantavirus Litigation,Maxine M. Chesney,CAN,,2014-06-04 00:00:00,2018-05-22 00:00:00,3:14-md-02532,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2534,2534 IN RE: TLI Communications LLC Patent Litigation,Thomas Selby Ellis III,VAE,,2014-06-12 00:00:00,2015-02-09 00:00:00,1:14-md-2534,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2540,"2540 IN RE: Caterpillar, Inc., C13 and C15 Engine Products Liability Litigation",Jerome B. Simandle,NJ,,2014-06-11 00:00:00,2016-09-27 00:00:00,1:14-cv-03722,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2541,2541 IN RE: National Collegiate Athletic Association Athletic Grant-in-Aid Cap Antitrust Litigation,"Wilken, Claudia",CAN,2014-03-19,2014-06-04,,4:14-md-2541,10,Antitrust,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Contested; reaffirms a prior unlocated apointment,,Robert Vogel,checked,2,2,0,2,,old
2542,2542 IN RE: Keurig Green Mountain Single-Serve Coffee Antitrust Litigation,"Broderick, Vernon S.",NYS,2014-03-20,2014-06-03,,1:14-md-2542,28,Antitrust,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Class action; stips by lead are binding on counsel in the indirect purchaser action,,Robert Vogel,checked,2,3,0,3,,old
2543,2543 IN RE: General Motors LLC Ignition Switch Litigation,"Furman, Jesse M.",NYS,2014-03-24,2014-06-09,,1:14-md-2543,777,Sales Practices,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,Multiple orders,,Reynold Orsua,checked,3,5,0,5,,old
2545,2545 IN RE: Testosterone Replacement Therapy Products Liability Litigation,"Kennelly, Matthew F.",ILN,2014-03-28,2014-06-06,2014-08-13,1:14-cv-1748,7859,Products Liability,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,"Great recognition of the necessity of P leadership -- ""of course"" indiviudal attorneys have a role but the order goes on to tell leadership to do everything","2873: PSC asks to double the holdback. Court gives a heads-up to all P counsel/checks if anyone is paying attention and invites objections. 2894 grants the motion and approves a 20% holdback.

Some wrangling at the end of the case about additions to the PSC. There's no order on the motions because we reached the end of when we were reviewing dockets. 

MU: no new appointments",Mariah Uustal,checked,5,28,0,28,,old
2548,"2548 IN RE: Commodity Exchange, Inc., Gold Futures and Options Trading Litigation","Caproni, Valerie E.",NYS,2014-04-14,2014-08-13,,1:14-md-2548,29,Antitrust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Settled early,In CMO #1 the court affirms its previous appointment of interim class counsel without naming the appointees. The referenced order is not captured in the docket and appears to predate the MDL. ,Robert Vogel,checked,4,3,0,3,,old
2551,2551 IN RE: National Hockey League Players' Concussion Injury Litigation,"Nelson, Susan Richard",MN,2014-04-25,2014-08-19,,0:14-md-2551,21,Miscellanous,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Class action,"Motion for certification of a medical monitoring class denied, following which the case appears to end ",David Noll,checked,3,4,0,4,,old
2555,2555 IN RE: Coca-Cola Products Marketing and Sales Practices Litigation (No. II),"White, Jeffrey S.",CAN,2014-05-21,2014-08-07,,4:14-md-2555,8,Sales Practices,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,Comprehensive order; drafted by counsel,,David Noll,checked,2,2,0,2,,old
2557,2557 IN RE: Auto Body Shop Antitrust Litigation,"Presnell, Gregory A",FLM,2014-05-21,2014-08-08,,6:14-md-2557,27,Antitrust,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Settled early; only liason counsel appointed,,Robert Vogel,checked,2,2,0,2,,old
2562,"2562 IN RE: Blue Buffalo Company, Ltd., Marketing and Sales Practices Litigation",Rodney W. Sippel,MOE,,2014-10-17 00:00:00,2018-08-08 00:00:00,4:14-md-02562,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2564,"2564 IN RE: Life Time Fitness, Inc., Telephone Consumer Protection Act (TCPA)",Joan N. Ericksen,MN,,2014-10-15 00:00:00,2016-02-17 00:00:00,0:14-md-02564,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2566,2566 IN RE: TelexFree Securities Litigation,"Hillman, Timothy S.",MA,2014-07-01,2014-10-21,,4:14-md-2566,12,Securities ,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,,,Reynold Orsua,checked,2,4,0,4,,old
2567,2567 IN RE: Pre-Filled Propane Tank Antitrust Litigation,"Fenner, Gary A.",MOW,2014-07-02,2014-10-16,,4:14-md-2567,38,Antitrust,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,The judge in this MDL appoints individuals to be interim co-lead/class counsel but then appoints firms as final class counsel when approving settlements,Robert Vogel,checked,4,7,0,7,,old
2570,"2570 IN RE: Cook Medical, Inc., IVC Filters Marketing, Sales Practices and Products Liability Litigation","Young, Richard L.",INS,2014-07-21,2014-10-15,2014-11-25,1:14-ml-2570,6343,Products Liability,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Joint proposed order so-ordered by magistrate,"This is a big MDL but there's only one order in the folder, from 2014; go back and pull relevant orders before finalizing article?
- Appointments/removals in this MDL are somewhat confusing and are done purely through case management orders.",Robert Vogel,checked,10,9,0,9,,old
2571,"2571 IN RE: Impulse Monitoring, Inc., Aetna Interoperative Monitoring Service Claims & ERISA",Edward George Smith,MD,,2014-10-14 00:00:00,2015-08-06 00:00:00,5:14-md-02571,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2573,"2573 IN RE: London Silver Fixing, Ltd., Antitrust Litigation","Caproni, Valerie E.",NYS,2014-08-05,2014-10-09,,1:14-md-2573,8,Antitrust,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class action,The court approves a number of settlements here without explicitly naming or appointing class counsel.,Robert Vogel,checked,2,2,0,2,,old
2575,"2575 IN RE: Fluidmaster, Inc., Water Connector Components Products Liability Litigation","Dow, Robert M.",ILN,2014-08-18,2014-12-11,,1:14-cv-5696,36,Products Liability,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,David Noll,checked,4,5,0,5,,old
2577,"2577 IN RE: GAF Elk Cross Timbers Decking Marketing, Sales Practices and Products Liability Litigation",Jose L. Linares,NJ,,2014-12-12 00:00:00,2017-08-18 00:00:00,2:15-cv-00018,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2580,2580 IN RE: Opana ER Antitrust Litigation,"Leinenweber, Harry D.",ILN,2014-08-26,2014-12-12,,1:14-cv-10150,14,Antitrust,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class action,"Court grants class certification without appointing class counsel, and confusingly does not ""appoint"" class counsel in orders preliminarily approving subsequent settlements, but merely directs objections to be sent to specific counsel. In later settlements, the court then refers to these attorneys as ""previously appointed"" class counsel in the final settlement approvals. ",Robert Vogel,checked,4,3,0,3,,old
2581,"2581 IN RE: CTP Innovations, LLC, Patent Litigation",Marvin J. Garbis,MD,,2014-12-12 00:00:00,2018-08-10 00:00:00,1:14-md-02581,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2583,"2583 IN RE: The Home Depot, Inc., Customer Data Security Breach",Thomas W. Thrash Jr.,GAN,,2014-12-11 00:00:00,2017-10-11 00:00:00,1:14-md-02583,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2586,"2586 IN RE: Supervalu, Inc., Customer Data Security Breach Litigation","Montgomery, Ann D.",MN,2014-09-18,2014-12-16,,0:14-md-2586,4,Miscellanous,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,,,Abby Wolfe,checked,1,3,0,3,,old
2587,2587 IN RE: IntraMTA Switched Access Charges Litigation,"Fitzwater, Sidney A.",TXN,2014-09-19,2014-12-16,,3:14-md-2587,102,Miscellanous,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Interesting. Creates defense leadership structure using standard P-side structure. FLAG THIS IN DESCRIPTIONS OF THE SAMPLE.,,Abby Wolfe,checked,2,4,0,4,,old
2588,"2588 IN RE: Whole Foods Market, Inc., Greek Yogurt Marketing and Sales Practices Litigation",Sam Sparks,TXW,,2014-12-10 00:00:00,2017-02-22 00:00:00,1:14-mc-02588,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2589,2589 IN RE: Barclays Liquidity Cross and High Frequency Trading Litigation,"Furman, Jesse M.",NYS,2014-10-02,2014-12-12,,1:14-md-2589,5,Securities ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No appointment order found,No appointment order found.,Reynold Orsua,checked,0,0,0,0,,old
2590,"2590 IN RE: Navistar MaxxForce Engines Marketing, Sales Practices and Products Liability Litigation","Gottschall, Joan B.",ILN,2014-10-03,2014-12-17,,1:14-cv-10318,47,Products Liability,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,2590-27 has a description of how two groups of P counsel tried to secure support of other plaintiff's counsel and the conflicts among counsel. Appoints lead counsel under Rule 23(g).,Abby Wolfe,checked,2,3,0,3,,old
2591,2591 IN RE: Syngenta AG MIR162 Corn Litigation,"Lungstrum, John W.",KS,2014-10-07,2014-12-11,,2:14-md-2591,2433,Miscellanous,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,"Interesting. Appoints PEC that includes attys who want to proceed as class, attys who want to proceed individually, and attys that want to seek remand. Rejects All-Star leadership team because of concernst that they wouldn't play well together.",,Abby Wolfe,checked,4,11,0,11,,old
2592,2592 IN RE: Xarelto (Rivaroxaban) Products Liability Litigation,"Fallon, Eldon E.",LAE,2014-10-09,2014-12-12,2015-01-16,2:14-md-2592,30566,Products Liability,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Split across three orders,Very interesting common benefit order at 17634 awarding ~$93M in attorney's fees,Mariah Uustal,checked,7,7,0,7,,old
2595,"2595 IN RE: Community Health Systems, Inc., Customer Data Security Breach Litigation","Bowdre, Karon O.",ALN,2014-10-17,2015-02-04,,2:15-cv-222,18,Miscellanous,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,,,Reynold Orsua,checked,4,6,0,6,,old
2599,2599 IN RE: Takata Airbag Products Liability Litigation,"Moreno, Federico A.",FLS,2014-11-03,2015-02-05,,1:15-md-2599,327,Products Liability,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Dual tracks; places all non-lead cases in ""civil suspense"" and closes pending resolution of actions in which master complaints are filed",Economic claims settle through series of class action settlements. The same group of counsel is appointment settlement class counsel in all of them.,David Noll,checked,20,28,0,28,,old
2600,"2600 IN RE: Protegrity Corporation and Protegrity USA, Inc., Patent Litigation",James Donato,CAN,,2015-02-06 00:00:00,2017-11-06 00:00:00,3:15-md-02600,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2602,2602 IN RE: Rust-Oleum Restore Marketing Sales Practices & Products Liability Litigation,Amy Joan St Eve,ILN,,2015-02-06 00:00:00,2017-03-15 00:00:00,1:15-cv-01364,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2606,2606 IN RE: Benicar (Olmesartan) Products Liability Litigation,"Kugler, Robert B.",NJ,2014-12-18,2015-04-03,,1:15-md-2606,2309,Products Liability,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Just adopts Ps' proposals,,Mariah Uustal,checked,5,6,0,6,,old
2613,"2613 IN RE: TD Bank, N.A., Debit Card Overdraft Fee Litigation","Hendricks, Bruce Howe",SC,2015-01-22,2015-04-02,,6:15-mn-2613,13,Contract ,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Minute Entry. Proceedings held before Honorable Bruce Howe Hendricks: Hearing held. The following counsel were appointed as Lead Counsel: Edward Webb and Richard McCune; Plaintiff's Executive Committee: Richard Golomb, Hassan Zavereei, Joseph Kohn, Francis Flynn and John Hargrove; Liaison Counsel: Mark Tanenbaum and William Hopkins; Status Conference held on 5/20/2015. Court Reporter Karen Martin. Associated Cases: 6:15-mn-02613-BHH et al.(fbos, ) (Entered: 05/20/2015)
",,David Noll,checked,2,2,0,2,,old
2614,"2614 IN RE: Industrial Print Technologies, LLC, Patent Litigation","Lynn, Barbara M.G.",TXN,2015-01-22,2015-04-07,,3:15-md-2614,7,Intellectual Property,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Completely self-organized; courts asks counsel to announce their statuts,Patent MDL. No leadership orders.,David Noll,checked,0,0,0,0,,old
2615,"2615 IN RE: Michaels Stores, Inc., Fair Credit Reporting Act (FCRA) Litigation","McNulty, Kevin",NJ,2015-02-04,2015-04-02,,2:14-cv-7563,5,Miscellanous,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class action; uncontested,,Abby Wolfe,checked,1,3,0,3,,old
2617,"2617 IN RE: Anthem, Inc., Customer Data Security Breach Litigation",Lucy Haeran Koh,CAN,,2015-06-08 00:00:00,2018-08-23 00:00:00,5:15-md-02617,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2619,2619 IN RE: Herbal Supplements Marketing & Sales Practices Litigation,John W. Darrah,ILN,,2015-06-09 00:00:00,2017-09-13 00:00:00,1:15-cv-05070,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2624,2624 IN RE: Lenovo Adware Litigation,"Gilliam, Haywood S.",CAN,2015-02-25,2015-06-08,,5:15-md-2624,28,Miscellanous,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class action,Interesting leadership fight and opinion resolving it at the beginning of the litigation. Settles as a class action for a ridiculously low figure. ,David Noll,checked,2,1,0,1,,old
2626,2626 IN RE: Disposable Contact Lens Antitrust Litigation,"Schlesinger, Harvey E.",FLM,2015-03-06,2015-06-08,,3:15-md-2626,59,Antitrust,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Class action,,Robert Vogel,checked,7,7,0,7,,old
2627,"2627 IN RE: Lumber Liquidators Chinese-Manufactured Flooring Product Marketing, Sales Practices and Products Liability Litigation","Trenga, Anthony J.",VAE,2015-03-09,2015-06-12,,1:15-md-2627,193,Sales Practices,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Says that court might appoint a PSC in the future,,Robert Vogel,checked,4,4,0,4,,old
2631,2631 IN RE: Alibaba Group Holding Limited Securities Litigation,Colleen McMahon,NYS,,2015-06-09 00:00:00,2016-07-08 00:00:00,1:15-md-02631,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2633,2633 IN RE: Premera Blue Cross Customer Data Security Breach Litigation,"Simon, Michael H.",OR,2015-03-31,2015-06-16,,3:15-md-2633,41,Miscellanous,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,,,Reynold Orsua,checked,2,5,0,5,,old
2639,2639 IN RE: Pacquiao-Mayweather Boxing Match Pay-Per-View Litigation,Robert Gary Klausner,CAC,,2015-08-14 00:00:00,2017-09-08 00:00:00,2:15-ml-02639,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2641,2641 IN RE: Bard IVC Filters Products Liability Litigation,"Campbell, David G.",AZ,2015-05-18,2015-08-17,2015-10-30,2:15-md-2641,8644,Products Liability,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,,,Mariah Uustal,checked,2,8,0,8,,old
2642,2642 IN RE: Fluoroquinolone Products Liability Litigation,"Tunheim, John R.",MN,2015-05-19,2015-08-17,2016-03-17,0:15-md-2642,1261,Products Liability,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,,,Robert Vogel,checked,1,5,0,5,,old
2645,"2645 IN RE: Kind LLC ""All Natural"" Litigation","Pauley, William H.",NYS,2015-06-01,2015-08-07,,1:15-md-2645,12,Sales Practices,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Class action,,Robert Vogel,checked,4,1,0,1,,old
2652,"2652 IN RE: Ethicon, Inc., Power Morcellator PL",Kathryn Hoefer Vratil,KS,,2015-10-15 00:00:00,2016-09-09 00:00:00,2:15-md-02652,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2654,"2654 IN RE: Amtrak Train Derailment in Philadelphia, Pennsylvania, on May 12, 2015",Jan Ely DuBois,PAE,,2015-10-13 00:00:00,2017-09-27 00:00:00,2:15-md-02654,,Common Disaster,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2656,2656 IN RE: Domestic Airline Travel Antitrust Litigation,"Kollar-Kotelly, Colleen",DC,2015-07-06,2015-10-13,,1:15-mc-1404,111,Antitrust,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"Class action. First order says what lead's duties will be, second picks lead",Leadership reappointed yearly,Robert Vogel,checked,4,2,0,2,,old
2657,2657 IN RE: Zofran (Ondansetron) Products Liability Litigation,"Saylor, F. Dennis",MA,2015-07-06,2015-10-13,2015-11-18,1:15-md-2657,669,Products Liability,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,Robert Vogel,checked,4,3,0,3,,old
2661,"2661 IN RE: American Honda Motor Co., Inc., CR-V Vibration Marketing and Sales Practices Litigation",Michael H. Watson,OHS,,2015-10-09 00:00:00,2019-03-06 00:00:00,2:15-md-02661,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2664,2664 IN RE: U.S. Office of Personnel Management Data Security Breach Litigation,"Jackson, Amy Berman",DC,2015-07-29,2015-10-09,,1:15-mc-1394,22,Miscellanous,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Just announces picks,,Robert Vogel,checked,1,3,0,3,,old
2665,"2665 IN RE: McCormick & Company, Inc., Pepper Products Marketing and Sales Practices Litigation","Huvelle, Ellen Segal",DC,2015-08-10,2015-12-08,,1:15-mc-1825,16,Sales Practices,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Robert Vogel,checked,2,2,0,2,,old
