MDL_NO,CAPTION,JUDGE,DISTRICT,DATE_FILED,DATE_TRANSFERRED,DATE_TERMINTAED,MASTER_DOCKET,TOTAL_ACTIONS,TYPE,APPOINTMENT_ORDER,APPOINTMENT_ORDER_CONTESTED,PLAINTIFF_LEAD_COUNSEL ,PLAINTIFF_LEAD_COUNSEL_AUTHORITY,PLAINTIFF_LEAD_COUNSEL_DUTIES,PLAINTIFF_LEADERSHIP_STRUCTURE, PLAINTIFF_LEADERSHIP_AUTHORITY ,PLAINTIFF_LEADERSHIP_DUTIES ,PLAINTIFF_LIAISON_COUNSEL ,DEFENSE_LEAD_COUNSEL,DEFENSE_LEADERSHIP_STRUCTURE  ,DEFENSE _LIAISON_COUNSEL ,RULE_23,MCL,LIMIT_NONLEADER_PRACTICE ,FINANCIAL_CONTRIBUTION,LEADERSHIP_COMPENSATION,RECORDKEEPING,COMMENTS_OLD,Notes,Assigned to,Complete,Order_Count,Sum_OU_Create,Sum_OU_Terminate,Net_OUs,YEARS_PENDING,Source_Table
2320,2320 IN RE: Colgate-Palmolive Softsoap Antibacterial Hand Soap Marketing and Sales Practices Litigation,Paul J. Barbadoro,NH,,2012-03-07 00:00:00,2016-02-05 00:00:00,1:12-md-02320,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2323,2323 IN RE: National Football League Players' Concussion Injury Litigation,"Brody, Anita B.",PAE,2011-11-15,2012-01-31,,2:12-md-2323,345,Miscellanous,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Just appointments,,Reynold Orsua,checked,6,6,0,6,,old
2324,2324 IN RE: Horizon Organic Milk Plus DHA Omega-3 Marketing and Sales Practices Litigation,Joan A. Lenard,FLS,,2012-02-09 00:00:00,2016-02-22 00:00:00,1:12-md-02324,,Sales Practices,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2325,"2325 IN RE: American Medical Systems, Inc., Pelvic Repair System Products Liability Litigation","Goodwin, Joseph R.",WVS,2011-11-23,2012-02-07,2012-04-17,2:12-md-2325,21364,Products Liability,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,"Uses ""stips are binding after 10 day notice period"" procedure",,Mariah Uustal,checked,3,15,0,15,,old
2326,2326 IN RE: Boston Scientific Corp. Pelvic Repair System Products Liability Litigation,"Goodwin, Joseph R.",WVS,2011-11-28,2012-02-07,2012-04-17,2:12-md-2326,26586,Products Liability,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,Copies order in 2325,Finally got this one uploaded after some tech issues with Bloomberg!,Abby Wolfe,checked,6,8,0,8,,old
2327,"2327 IN RE: Ethicon, Inc., Pelvic Repair System Products Liability Litigation","Goodwin, Joseph R.",WVS,2011-11-28,2012-02-07,2012-04-17,2:12-md-2327,40722,Products Liability,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,Copies order in 2325,,David Noll,checked,4,8,0,8,,old
2328,2328 IN RE: Pool Products Distribution Market Antitrust Litigation,Sarah S. Vance,LAE,,2012-04-17 00:00:00,2016-09-08 00:00:00,2:12-md-02328,,Antitrust,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2329,"2329 IN RE: Wright Medical Technology, Inc., Conserve Hip Implant Products Liability Litigation","Thrash, Thomas W.",GAN,2011-11-29,2012-02-08,2012-05-03,1:12-md-2329,640,Products Liability,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Interesting order. Requires co-leads to re-apply for leadership positions; authorizes non-leads to make applications to court if they disagree with positions taken by co-IiIleads,,Abby Wolfe,checked,1,2,0,2,,old
2330,"2330 IN RE: Carrier IQ, Inc., Consumer Privacy Litigation",Edward Milton Chen,CAN,,2012-04-16 00:00:00,2016-09-07 00:00:00,3:12-md-02330,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2331,2331 IN RE: Propecia (Finasteride) Products Liability Litigation,"Cogan, Brian M.",NYE,2011-12-06,2012-04-16,2012-06-08,1:12-md-2331,1178,Products Liability,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,Reynold Orsua,checked,2,4,0,4,,old
2332,2332 IN RE: Lipitor Antitrust Litigation,"Sheridan, Peter G.",NJ,2011-12-06,2012-04-20,,3:12-cv-2389,33,Antitrust,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,Contested then judge urges attorneys to agree on structure,Oddly the court appoints firms for the direct-purchaser leadership but individual attorneys for the end-payor leadership. ,Robert Vogel,checked,3,6,0,6,,old
2333,"2333 IN RE: MI Windows and Doors, Inc., Products Liability Litigation",David C. Norton,SC,,2012-04-23 00:00:00,2015-08-04 00:00:00,2:12-mn-00001,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2334,2334 IN RE: Liberty Refund Anticipation Loan,Joan B. Gottschall,ILN,,2012-04-16 00:00:00,2016-07-07 00:00:00,1:12-cv-02949,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2335,2335 IN RE: Bank of New York Mellon Corp. Foreign Exchange Transactions,Lewis A. Kaplan,NYS,,2012-04-16 00:00:00,2015-12-16 00:00:00,1:12-md-02335,,Contract,,,,,,,,,,,,,,,,,,,,BHS: Documents won't download; download error every time,GFB/complete/co-work,,,,,,,new
2337,"2337 IN RE: Royal Alliance Associates, Inc., SEC",Juan Ramon Sánchez,PAE,,2012-04-16 00:00:00,2013-01-03 00:00:00,2:12-md-02337,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2338,2338 IN RE: MF Global Holdings Ltd. Investment Litigation,"Marrero, Victor",NYS,2012-01-06,,,1:12-md-2338,25,Securities ,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,,Abby Wolfe,checked,5,4,0,4,,old
2342,2342 IN RE: Zoloft (Sertraline Hydrochloride) Products Liability Litigation,Cynthia M. Rufe,PAE,,2012-04-17 00:00:00,2018-01-25 00:00:00,2:12-md-02342,,Products Liability,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2343,2343 IN RE: Skelaxin (Metaxalone) Antitrust Litigation,Curtis Lynn Collier,TNE,,2012-04-17 00:00:00,2017-08-03 00:00:00,1:12-md-02343,,Antitrust,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2344,"2344 IN RE: Bear Creek Technologies, Inc., ('722) Patent Litigation",Gregory Moneta Sleet,DE,,2012-05-02 00:00:00,2017-07-14 00:00:00,1:12-md-02344,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2352,"2352 IN RE: Century 21 Department Stores, LLC, Fair and Accurate Credit Transactions Act (FACTA)",Robert Workman Sweet,NYS,,2012-06-11 00:00:00,2015-09-16 00:00:00,1:12-md-02352,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2353,2353 IN RE: Tropicana Orange Juice Marketing and Sales Practices Litigation,"Martini, William J.",NJ,2012-02-22,2012-06-11,,2:11-cv-7382,15,Sales Practices,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncontested; allows lead counsel to form an Executive Committee of other interested counsel as he deems appropriate -- delegation of the court's appointment power,,Reynold Orsua,checked,1,1,0,1,,old
2354,"2354 IN RE: Maxim Integrated Products, Inc., Patent Litigation",Joy Flowers Conti,PAW,,2012-06-08 00:00:00,2016-07-26 00:00:00,2:12-mc-00244,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2355,"2355 IN RE: Parallel Networks, LLC, ('111) Patent Litigation",Leonard E. Davis,TXE,,2012-06-12 00:00:00,2016-08-29 00:00:00,6:10-cv-00111,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,BHS/complete/co-work,,,,,,,new
2357,"2357 IN RE: Zappos.com, Inc., Customer Data Security Breach Litigation","Jones, Robert Clive",NV,2012-02-28,2012-06-13,2020-06-09 00:00:00,3:12-cv-325,11,Miscellanous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Simply grants Plaintiffs' joint motion with no analysis,,Reynold Orsua,checked,1,3,0,3,,both
2358,2358 IN RE: Google Inc. Cookie Placement Consumer Privacy Litigation,Joshua David Wolson,DE,,2012-06-12 00:00:00,2014-04-10 00:00:00,1:12-md-02358,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2359,2359 IN RE: HardiePlank Fiber Cement Siding,Michael James Davis,MN,,2012-06-11 00:00:00,2018-07-11 00:00:00,0:12-md-02359,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2361,2361 IN RE: Simply Orange Orange Juice Marketing and Sales Practices Litigation,Fernando J. Gaitan Jr.,MOW,,2012-06-11 00:00:00,2018-05-02 00:00:00,4:12-md-02361,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2364,2364 IN RE: Nebivolol ('040) Patent Litigation,Elaine E. Bucklo,ILN,,2012-06-12 00:00:00,2014-02-19 00:00:00,1:12-cv-05026,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2371,2371 IN RE: Unified Messaging Solutions LLC Patent Litigation,Joan Humphrey Lefkow,ILN,,2012-08-03 00:00:00,2014-06-17 00:00:00,1:12-cv-06286,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2372,2372 IN RE: Watson Fentanyl Patch Products Liability Litigation,Matthew F. Kennelly,ILN,,2012-08-07 00:00:00,2014-08-15 00:00:00,1:12-cv-06296,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2373,2373 IN RE: H&R Block Refund Anticipation Loan,Joan B. Gottschall,ILN,,2012-04-16 00:00:00,2014-07-31 00:00:00,1:12-cv-02973,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2375,2375 IN RE: Body Science LLC Patent Litigation,F. Dennis Saylor IV,MA,,2012-08-06 00:00:00,2016-08-03 00:00:00,1:12-md-02375,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2378,"2378 IN RE: Park West Galleries, Inc.",Colleen McMahon,NYS,,2012-08-23 00:00:00,2013-08-15 00:00:00,1:12-md-02378,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2380,2380 IN RE: Shop-Vac Marketing and Sales Practices Litigation,James Martin Munley,PAM,,2012-08-15 00:00:00,2017-02-09 00:00:00,3:12-cv-02380,,Sales Practices,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
2382,2382 IN RE: Emerson Electric Co. Wet/Dry Vac Marketing and Sales Practices Litigation,"Autrey, Henry Edward",MOE,2012-05-09,2012-08-15,,4:12-md-2382,8,Sales Practices,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Class action,,Abby Wolfe,checked,1,3,0,3,,old
2384,"2384 IN RE: Swisher Hygiene, Inc., Securities and Derivative Litigation",Graham Calder Mullen,NCW,,2012-08-13 00:00:00,2016-02-19 00:00:00,3:12-md-02384,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2385,2385 IN RE: Pradaxa (Dabigatran Etexilate) Products Liability Litigation,David R. Herndon,ILS,,2012-08-08 00:00:00,2017-12-18 00:00:00,3:12-md-02385,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2387,2387 IN RE: Coloplast Corp. Pelvic Support Systems Products Liability Litigation,"Goodwin, Joseph R.",WVS,2012-06-05,2012-08-06,2012-11-21,2:12-md-2387,2815,Products Liability,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Talks about non-leads' duties,,Mariah Uustal,checked,5,5,0,5,,old
2389,"2389 IN RE: Facebook, Inc., IPO Securities and Derivative Litigation",Colleen McMahon,NYS,,2012-10-04 00:00:00,2019-04-03 00:00:00,1:12-md-02389,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2391,2391 IN RE: Biomet M2a Magnum Hip Implant Products Liability Litigation,"Miller, Robert L.",INN,2012-06-27,2012-10-02,2012-12-05,3:12-md-2391,2883,Products Liability,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,Adopts the stip binding on all procedure with a 5 day period,Lots of cases settle in the middle of the litigation and the PSC steps down. The judge invites applications for a new PSC and appoints one. ,David Noll,checked,10,16,1,15,,old
2395,"2395 IN RE: Air Crash at Georgetown, Guyana - 7/30/12",Allyne R. Ross,NYE,,2012-09-28 00:00:00,2017-02-09 00:00:00,1:12-md-02395,,Common Disaster,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2396,2396 IN RE: TR Labs Patent Litigation,Peter G. Sheridan,NJ,,2012-10-01 00:00:00,2016-02-23 00:00:00,3:09-cv-03883,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2398,"2398 IN RE: Enhanced Recovery Company, LLC, Telephone Consumer Protection Act (TCPA)",Roy Bale Dalton Jr.,FLM,,2012-10-18 00:00:00,2014-11-21 00:00:00,6:13-md-02398,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2404,2404 IN RE: Nexium (Esomeprazole) Products Liability,Dale S. Fischer,CAC,,2012-12-06 00:00:00,2017-01-04 00:00:00,2:12-ml-02404,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2405,2405 IN RE: On-Line Travel Company (OTC)/Hotel Booking Antitrust Litigation,Jane J. Boyle,TXN,,2012-12-11 00:00:00,2016-03-14 00:00:00,"3:12-md-02405, 3:12-cv-03515",,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2406,2406 IN RE: Blue Cross Blue Shield Antitrust Litigation,"Proctor, R. David",ALN,2012-09-06,2012-12-12,,2:13-cv-20000,84,Antitrust,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,"Based on magistrate R&R. Detailed and weird leadership structure. '""The Special Master interviewed all persons seeking an appointment""",This MDL has an absurdly large leadership team. Over 100 attorneys are appointed to various positions.,Robert Vogel,checked,9,16,0,16,,old
2407,2407 IN RE: Higher One OneAccount Marketing and Sales Practices Litigation,Vanessa Lynne Bryant,CT,,2012-12-11 00:00:00,2015-07-27 00:00:00,3:12-md-02407,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2409,2409 IN RE: Nexium (Esomeprazole) Antitrust Litigation,William G. Young,MA,,2012-12-06 00:00:00,2019-01-08 00:00:00,1:12-md-02409,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2413,"2413 IN RE: Frito Lay North America, Inc., ""All Natural""",Roslynn Renee Mauskopf,NYE,,2012-12-12 00:00:00,2017-11-15 00:00:00,1:12-md-02413,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/manual,,,,,,,new
2415,2415 IN RE: L'Oreal Wrinkle Cream Marketing and Sales Practices Litigation,William J. Martini,NJ,,2012-12-12 00:00:00,2016-01-13 00:00:00,2:12-cv-03571,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/manual,,,,,,,new
2416,2416 IN RE: Capital One Telephone Consumer Protection Act,Elaine E. Bucklo,ILN,,2012-12-10 00:00:00,2017-08-14 00:00:00,1:12-cv-10064,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/manual,,,,,,,new
2418,"2418 IN RE: Plavix Marketing, Sales Practices and Products Liability Litigation (No. II)","Wolfson, Freda L.",NJ,2012-10-15,2013-02-12,,3:13-cv-2418,347,Products Liability,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Directs parties to work in out; appoints liason in the interim; did not find further appointments in later case management orders,Detailed common benefit order at Doc. No. 296,David Noll,checked,2,2,0,2,,old
2419,"2419 IN RE: New England Compounding Pharmacy, Inc., Products Liability Litigation","Zobel, Rya W.",MA,2012-10-16,2013-02-12,,1:13-md-2419,743,Products Liability,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,David Noll,checked,2,4,0,4,,old
2420,2420 IN RE: Lithium Ion Batteries Antitrust Litigation,"Rogers, Yvonne Gonzalez",CAN,2012-10-16,2013-02-06,,4:13-md-2420,85,Antitrust,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,Class action,,Robert Vogel,checked,12,16,0,16,,old
2424,2424 IN RE: Hyundai and Kia Fuel Economy,George H. Wu,CAC,,2013-02-05 00:00:00,2015-09-29 00:00:00,2:13-ml-02424,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/manual,,,,,,,new
2426,"2426 IN RE: TRS Recovery Services, Inc., and TeleCheck Services, Inc., FDCPA",David Brock Hornby,ME,,2013-02-07 00:00:00,2016-02-25 00:00:00,2:13-md-02426,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/manual,,,,,,,new
2428,2428 IN RE: Fresenius GranuFlo/NaturaLyte Dialysate Products Liability Litigation,"Woodlock, Douglas P.",MA,2012-12-12,2013-03-29,2013-04-09,1:13-md-2428,4516,Products Liability,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,David Noll,checked,2,8,0,8,,old
2429,2429 IN RE: Automated Transactions LLC Patent Litigation,Sue L. Robinson,DE,,2013-04-01 00:00:00,2015-07-21 00:00:00,1:13-md-02429,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/manual,,,,,,,new
2430,2430 IN RE: Google Inc. Gmail Litigation,Lucy Haeran Koh,CAN,,2013-04-01 00:00:00,2014-09-02 00:00:00,5:13-md-02430,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2432,2432 IN RE: Neurografix ('360) Patent Litigation,Richard Gaylore Stearns,MA,,2013-04-01 00:00:00,2018-07-02 00:00:00,1:13-md-02432,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2433,2433 IN RE: E. I. du Pont de Nemours and Company C-8 Personal Injury Litigation,"Sargus, Edmund A.",OHS,2013-01-11,2013-04-08,,2:13-md-2433,3671,Miscellanous,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,Reynold Orsua,checked,2,4,0,4,,old
2434,2434 IN RE: Mirena IUD Products Liability Litigation,"Seibel, Cathy",NYS,2013-01-16,2013-04-08,2013-07-10,7:13-md-2434,1777,Products Liability,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,Comprehensive order,,David Noll,checked,4,3,0,3,,old
2436,"2436 IN RE: Tylenol (Acetaminophen) Marketing, Sales Practices and Products Liability Litigation","Schiller, Berle M",PAE,2013-01-17,2013-04-01,2013-05-21,2:13-md-2436,233,Products Liability,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,Abby Wolfe,checked,2,6,0,6,,old
2437,2437 IN RE: Domestic Drywall Antitrust Litigation,"Baylson, Michael M",PAE,2013-01-18,2013-04-08,,2:13-md-2437,29,Antitrust,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Interim order,,Abby Wolfe,checked,5,7,0,7,,old
2438,2438 IN RE: 5-Hour Energy Marketing and Sales Practices Litigation,Philip S. Gutierrez,CAC,,2013-06-05 00:00:00,2018-04-11 00:00:00,2:13-ml-02438,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2439,2439 IN RE: Subway Footlong Sandwich Marketing and Sales Practices Litigation,Lynn S. Adelman,WIE,,2013-06-10 00:00:00,2017-10-25 00:00:00,2:13-md-02439,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2440,"2440 IN RE: Cook Medical, Inc., Pelvic Repair System Products Liability Litigation","Goodwin, Joseph R.",WVS,2013-02-18,2013-06-11,2013-07-30,2:13-md-2440,645,Products Liability,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,2440-691 has a nice description of the mesh litigation and sings the praises of the multi-MDL PSC. See also narrative in 703.,David Noll,checked,5,1,0,1,,old
2441,2441 IN RE: Stryker Rejuvenate and ABG II Hip Implant Products Liability Litigation,"Frank, Donovan W.",MN,2013-02-19,2013-06-12,,0:13-md-2441,3546,Products Liability,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,,Doc 85 is an interesting effort to mediate a dispute in the consensus slate,David Noll,checked,5,7,0,7,,old
2443,2443 IN RE: Nickelodeon Consumer Privacy,Stanley R. Chesler,NJ,,2013-06-11 00:00:00,2017-11-15 00:00:00,2:12-cv-07829,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2445,2445 IN RE: Suboxone (Buprenorphine Hydrochloride and Naloxone) Antitrust Litigation,"Goldberg, Mitchell S",PAE,2013-03-04,2013-06-06,,2:13-md-2445,15,Antitrust,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,,,Abby Wolfe,checked,2,7,0,7,,old
2446,2446 IN RE: Standard & Poor's Rating Agency Litigation,Jesse Matthew Furman,NYS,,2013-06-06 00:00:00,2014-06-24 00:00:00,1:13-md-02446,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2450,2450 IN RE: Ford Fusion and C-Max Fuel Economy Litigation,Kenneth M. Karas,NYS,,2013-06-07 00:00:00,2019-06-12 00:00:00,7:13-md-02450,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2451,"2451 IN RE: HSBC Bank USA, N.A. Debit Card Overdraft Fee",Arthur Donald Spatt,NYE,,2013-06-05 00:00:00,2016-11-28 00:00:00,2:13-md-02451,,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2452,2452 IN RE: Incretin-Based Therapies Products Liability Litigation,"Battaglia, Anthony J.",CAS,2013-04-05,2013-08-26,2013-10-17,3:13-md-2452,1001,Products Liability,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,Defense win. Ds file a bill of costs at the end of the case.,David Noll,checked,1,5,0,5,,old
2454,"2454 IN RE: Franck's Lab, Inc., Products Liability Litigation",Kurt Damian Engelhardt,LAE,,2013-08-07 00:00:00,2016-07-15 00:00:00,2:13-md-02454,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2455,"2455 IN RE: Stericycle, Inc., Steri-Safe Contract Litigation",Robert William Gettleman,ILN,,2013-08-06 00:00:00,2018-07-16 00:00:00,1:13-cv-05795,,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2458,2458 IN RE: Effexor (Venlafaxine Hydrochloride) Products Liability Litigation,Cynthia M. Rufe,PAE,,2013-08-06 00:00:00,2015-09-22 00:00:00,2:13-md-02458,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2460,2460 IN RE: Niaspan Antitrust Litigation,"DuBois, Jan E.",PAE,2013-04-26,2013-09-17,,2:13-md-2460,23,Antitrust,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Class action,,Abby Wolfe,checked,4,8,0,8,,old
2461,2461 IN RE: MyKey Technology Inc. Patent Litigation,Gary Allen Feess,CAC,,2013-08-14 00:00:00,2017-01-10 00:00:00,2:13-ml-02461,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2470,"2470 IN RE: Schnuck Markets, Inc., Customer Data Security Breach",John Andrew Ross,MOE,,2013-10-18 00:00:00,2015-08-25 00:00:00,4:13-md-02470,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2471,2471 IN RE: Vehicle Carrier Services Antitrust Litigation,Esther Salas,NJ,,2013-10-18 00:00:00,2018-05-10 00:00:00,2:13-cv-03306,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2472,2472 IN RE: Loestrin 24 Fe Antitrust Litigation,"Smith, William E.",RI,2013-06-18,2013-10-02,,1:13-md-2472,14,Antitrust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No formal appointment order; see doc. no 5 (TEXT ORDER denying as moot 4 Motion to Consolidate Cases: On November 1, 2013, the Direct Purchaser Class Plaintiffs filed a Motion for Consolidation and Appointment of Interim Class Council in MDL No. 2472 In re Loestrin Antitrust Litigation. In light of the Courts discussion with counsel at the recent Initial Status Conference on November 4, 2013 regarding docket management and the appointment of lead counsel, this motion is DENIED as moot. So Ordered by Judge William E. Smith on 11/5/13. (Jackson, Ryan) (Entered: 11/05/2013))",,Robert Vogel,checked,6,10,0,10,,old
2473,2473 IN RE: Monsanto Company Genetically-Engineered Wheat,Kathryn Hoefer Vratil,KS,,2013-10-16 00:00:00,2015-08-17 00:00:00,2:13-md-02473,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2474,2474 IN RE: H&R Block IRS Form 8863,Fernando J. Gaitan Jr.,MOW,,2013-10-10 00:00:00,2016-07-22 00:00:00,4:13-md-02474,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2475,2475 IN RE: North Sea Brent Crude Oil Futures Litigation,"Carter, Andrew L.",NYS,2013-07-11,2013-10-21,,1:13-md-2475,15,Antitrust,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Reynold Orsua,checked,1,2,0,2,,old
2476,2476 IN RE: Credit Default Swaps Antitrust Litigation,Denise L. Cote,NYS,,2013-10-16 00:00:00,2016-07-28 00:00:00,1:13-md-02476,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2478,2478 IN RE: Convergent Telephone Consumer Protection Act (TCPA) Litigation,Alvin W. Thompson,CT,,2013-10-08 00:00:00,2019-01-16 00:00:00,3:13-md-02478,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2481,2481 IN RE: Aluminum Warehousing Antitrust Litigation,Paul Adam Engelmayer,NYS,,2013-12-16 00:00:00,2016-10-12 00:00:00,1:13-md-02481,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2485,"2485 IN RE: New Cingular Wireless, PCS, LLC, Data Services Sales Tax Refund",John C. Coughenour,WAW,,2013-12-19 00:00:00,2016-08-04 00:00:00,2:13-md-02485,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
2488,2488 IN RE: Anheuser-Busch Beer Labeling Marketing and Sales Practices Litigation,DONALD C. NUGENT,OHN,,2013-06-10 00:00:00,2014-06-05 00:00:00,1:13-md-2448,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
2491,"2491 IN RE: GNC Corp. Triflex Products Marketing, SP & PL (No. II)",J. Frederick Motz,MD,,2013-12-17 00:00:00,2016-03-16 00:00:00,1:14-md-02491,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
